Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
M3,2014,Asia,Blue,Electric,Automatic,5.0,11807,68601,3235,Low
M5,2021,Europe,Grey,Petrol,Automatic,4.4,75669,43978,1775,Low
X1,2019,Europe,Silver,Diesel,Automatic,3.9,123714,84545,1404,Low
X3,2015,Asia,Black,Electric,Automatic,4.7,178373,30535,6097,Low
X6,2023,Middle East,Grey,Petrol,Manual,2.9,183533,41482,1672,Low
M5,2021,Africa,Silver,Electric,Automatic,3.5,163503,112825,2152,Low
X6,2024,Europe,Red,Diesel,Manual,4.2,132585,33850,7301,High
X1,2014,Asia,White,Petrol,Automatic,1.7,198075,101041,6347,Low
M3,2017,Europe,Blue,Diesel,Automatic,3.3,132802,113909,8067,High
M3,2015,Middle East,White,Diesel,Automatic,2.1,29951,103013,2127,Low
X5,2019,North America,Silver,Diesel,Manual,2.5,45634,72106,9277,High
X3,2018,North America,Grey,Electric,Manual,2.9,181529,93042,649,Low
X3,2019,South America,Grey,Petrol,Automatic,2.5,15684,63645,9127,High
X3,2018,Asia,White,Hybrid,Automatic,3.2,189436,70001,6927,Low
i8,2017,Middle East,White,Hybrid,Manual,2.8,160057,65287,5512,Low
M3,2023,Europe,Red,Electric,Automatic,4.5,192777,99764,1875,Low
M5,2015,Europe,Silver,Petrol,Manual,2.5,85128,47410,8719,High
i3,2018,South America,Silver,Electric,Manual,2.2,144834,61905,528,Low
X1,2020,Middle East,Black,Hybrid,Automatic,4.5,165669,57327,3430,Low
X1,2014,Europe,Blue,Hybrid,Manual,3.0,182826,64988,1650,Low
i3,2022,South America,Black,Petrol,Manual,4.2,58629,109510,2641,Low
X1,2018,South America,Grey,Diesel,Manual,2.9,150505,47872,3517,Low
X6,2024,North America,Grey,Electric,Automatic,3.4,135183,42438,5722,Low
M5,2017,North America,Black,Electric,Manual,3.4,146553,107547,7314,High
i3,2017,Asia,Red,Diesel,Manual,3.8,187306,94713,8513,High
M5,2023,South America,Red,Diesel,Automatic,4.6,139962,83231,6441,Low
X6,2014,North America,Black,Electric,Manual,3.8,26834,40263,8717,High
M5,2014,Africa,Black,Hybrid,Automatic,2.3,48711,32060,1109,Low
i3,2024,Europe,Red,Electric,Manual,3.0,167351,106258,2172,Low
X5,2016,Asia,Silver,Hybrid,Automatic,3.6,89700,39249,3831,Low
X1,2019,Europe,Red,Hybrid,Automatic,4.3,197347,37347,5651,Low
X5,2015,North America,Silver,Diesel,Automatic,2.5,121318,80314,4732,Low
X1,2016,Asia,Silver,Hybrid,Automatic,2.6,129485,68106,8936,High
i3,2021,Europe,Blue,Electric,Automatic,2.1,99499,63078,1817,Low
i3,2020,Europe,Black,Electric,Manual,4.1,108218,33297,7644,High
M5,2020,North America,Grey,Hybrid,Manual,3.5,79524,78755,7747,High
X3,2018,Europe,Silver,Electric,Automatic,4.5,197464,82593,9673,High
X3,2023,Europe,Red,Electric,Manual,2.3,58316,79761,2880,Low
X6,2014,Asia,White,Diesel,Automatic,4.4,173634,31992,8952,High
X6,2021,Middle East,Red,Petrol,Manual,2.9,98727,115666,9278,High
i8,2021,Africa,Silver,Diesel,Automatic,2.9,199753,91406,4654,Low
X5,2014,South America,Black,Petrol,Automatic,2.1,10331,105982,4670,Low
X6,2022,Africa,Silver,Hybrid,Manual,3.6,2183,76599,6215,Low
X1,2015,Africa,Black,Hybrid,Automatic,4.1,16570,98186,9718,High
X5,2016,Africa,Grey,Hybrid,Manual,3.0,75811,65770,9501,High
X1,2019,Middle East,White,Petrol,Automatic,3.2,151391,105457,5595,Low
i3,2015,Europe,Grey,Petrol,Automatic,4.5,143959,30867,9170,High
i3,2014,Europe,Red,Electric,Automatic,4.5,39634,35605,5716,Low
i3,2021,Middle East,Grey,Hybrid,Manual,3.2,175614,110134,4328,Low
X5,2022,Africa,Grey,Petrol,Manual,3.4,130011,50107,3465,Low
i3,2020,Africa,Grey,Electric,Automatic,3.0,17928,78331,9561,High
X5,2017,North America,Silver,Electric,Automatic,4.0,80835,55261,4444,Low
i8,2018,Middle East,Silver,Petrol,Manual,3.3,52822,85755,2599,Low
i8,2023,Africa,Black,Diesel,Automatic,2.0,156046,43021,2007,Low
M5,2016,Africa,Red,Petrol,Manual,3.2,143585,37945,7766,High
X6,2022,Europe,Black,Hybrid,Manual,3.6,193760,78393,8644,High
X3,2015,Europe,White,Hybrid,Manual,4.2,198409,49314,5811,Low
M3,2020,North America,Grey,Hybrid,Automatic,4.5,172488,100999,3246,Low
X3,2017,North America,White,Petrol,Automatic,2.5,80455,109628,1917,Low
i8,2018,South America,White,Petrol,Automatic,3.7,55811,62505,6256,Low
X6,2014,Europe,Blue,Diesel,Automatic,1.9,136145,95141,3887,Low
X3,2018,Europe,Black,Electric,Manual,3.6,120797,81629,8261,High
i8,2014,Africa,Blue,Petrol,Manual,5.0,41000,34414,2004,Low
X1,2016,North America,Red,Petrol,Automatic,4.1,11353,96552,4519,Low
X3,2024,Middle East,Blue,Petrol,Automatic,2.5,105585,100717,9287,High
X5,2016,North America,Grey,Petrol,Automatic,3.3,64371,74315,4069,Low
X1,2020,Africa,Black,Electric,Automatic,3.8,99927,49078,9939,High
i8,2021,North America,Blue,Petrol,Manual,3.5,186147,44506,4825,Low
X5,2018,Asia,Black,Petrol,Manual,2.6,34014,57299,5478,Low
X1,2021,Africa,Silver,Hybrid,Manual,3.0,81038,36056,9011,High
X5,2023,South America,Blue,Electric,Manual,3.4,51590,96921,2352,Low
X6,2022,Asia,Silver,Diesel,Manual,4.9,91362,39620,9695,High
i3,2020,Europe,Black,Hybrid,Automatic,2.7,66667,101589,656,Low
X3,2024,Europe,Black,Diesel,Manual,3.9,10409,83493,3638,Low
i3,2022,Europe,Red,Diesel,Manual,4.4,174817,43311,5201,Low
X3,2015,Asia,Silver,Electric,Automatic,2.7,113688,94801,1159,Low
M3,2019,Europe,Silver,Diesel,Manual,2.7,118533,80663,351,Low
X3,2020,Middle East,Silver,Diesel,Manual,4.9,109571,37761,1470,Low
i8,2024,Europe,Red,Diesel,Automatic,1.5,29761,79850,1138,Low
X6,2019,Europe,Red,Petrol,Manual,2.5,67085,106121,9296,High
M3,2024,Middle East,White,Diesel,Automatic,1.8,36089,44083,3544,Low
M3,2021,North America,Grey,Electric,Automatic,4.4,11889,64738,9794,High
i3,2022,Middle East,Grey,Diesel,Manual,1.7,175265,61159,2882,Low
X5,2015,Europe,White,Petrol,Automatic,1.5,12010,111731,1935,Low
i8,2021,North America,Black,Hybrid,Automatic,2.5,109542,96238,5634,Low
X5,2014,Asia,White,Electric,Manual,4.7,139575,108370,528,Low
X6,2023,North America,White,Petrol,Manual,2.5,39363,119909,598,Low
i3,2017,Middle East,Grey,Electric,Manual,2.1,130125,59776,7112,High
i8,2016,Middle East,White,Diesel,Automatic,2.1,132482,47730,8218,High
i8,2023,Africa,Black,Petrol,Manual,2.2,91513,88147,6226,Low
M3,2019,Europe,Blue,Diesel,Manual,4.3,70571,86117,4206,Low
X5,2022,Africa,Grey,Diesel,Automatic,3.2,19289,59368,5753,Low
X3,2014,South America,Black,Electric,Manual,2.8,41604,117888,8075,High
X1,2021,South America,Grey,Hybrid,Automatic,2.2,6329,39909,7915,High
X5,2019,Asia,Black,Electric,Manual,1.8,55253,60982,6545,Low
X3,2014,South America,White,Electric,Automatic,1.8,50125,55347,4881,Low
X5,2018,North America,White,Petrol,Automatic,2.3,22722,115513,1504,Low
X1,2020,North America,Grey,Hybrid,Automatic,2.7,171756,109438,1848,Low
X3,2014,South America,Black,Hybrid,Automatic,3.5,34909,49350,6481,Low
M5,2022,Asia,Red,Diesel,Automatic,3.8,61826,59110,4458,Low
i8,2019,Middle East,Blue,Diesel,Manual,2.2,1312,117926,7015,High
X1,2024,Europe,Silver,Hybrid,Manual,2.9,184977,97747,4025,Low
M5,2021,South America,Grey,Petrol,Automatic,3.5,107929,104232,736,Low
M3,2014,North America,White,Petrol,Automatic,3.1,70528,78728,8304,High
M5,2017,South America,Silver,Electric,Manual,4.5,82676,49484,9281,High
M3,2014,South America,Red,Petrol,Automatic,3.1,30091,82963,9032,High
X6,2015,North America,Blue,Electric,Manual,2.5,65046,70118,2339,Low
X6,2015,South America,White,Hybrid,Manual,5.0,151054,109213,4462,Low
i3,2019,North America,Silver,Diesel,Manual,2.1,106692,58311,7154,High
X6,2022,South America,White,Electric,Manual,3.7,173374,51418,5658,Low
X1,2022,Middle East,Black,Electric,Manual,4.9,132788,45928,5599,Low
X6,2014,Asia,White,Petrol,Automatic,2.9,11747,113065,1453,Low
X6,2022,South America,Grey,Petrol,Manual,2.7,125114,47508,2107,Low
X5,2018,North America,Grey,Hybrid,Manual,1.9,9602,84718,7493,High
i8,2018,Africa,Red,Hybrid,Automatic,3.9,65799,66217,8530,High
X5,2024,Africa,Red,Hybrid,Manual,2.6,145931,115382,5778,Low
X3,2016,Middle East,Grey,Diesel,Manual,2.1,41587,39201,7295,High
i3,2022,Europe,Grey,Electric,Manual,3.8,108816,105560,5261,Low
X5,2024,Europe,Silver,Electric,Automatic,1.8,88897,68118,8819,High
M3,2014,Middle East,Black,Diesel,Automatic,4.5,147110,99512,7349,High
M3,2015,Asia,White,Diesel,Manual,4.3,143486,47202,6790,Low
X3,2023,South America,Red,Diesel,Automatic,3.3,198938,91248,6621,Low
i8,2020,Europe,Black,Diesel,Manual,4.6,117432,70255,3852,Low
X5,2021,South America,Red,Petrol,Automatic,3.3,106514,45468,2616,Low
X3,2023,Africa,Red,Petrol,Manual,3.3,79019,50713,6708,Low
M5,2016,Europe,Silver,Electric,Automatic,4.0,67705,82567,4974,Low
X5,2016,Middle East,White,Petrol,Automatic,3.6,37664,111903,3199,Low
X1,2019,Asia,White,Hybrid,Automatic,2.3,102652,92416,2216,Low
X1,2020,Africa,Silver,Diesel,Manual,4.7,102119,64283,6971,Low
X5,2015,South America,White,Hybrid,Manual,3.3,26831,99860,3222,Low
X5,2022,North America,White,Hybrid,Automatic,5.0,164797,104705,5375,Low
X3,2014,Africa,Silver,Diesel,Manual,4.4,145235,44684,4801,Low
M3,2020,Africa,Red,Electric,Manual,4.0,39787,50943,4891,Low
M5,2018,Africa,Silver,Petrol,Automatic,2.0,54499,102042,3657,Low
M5,2024,Asia,White,Petrol,Manual,1.8,100784,86001,1314,Low
X1,2021,Asia,Red,Diesel,Automatic,4.7,62232,117391,3827,Low
i8,2018,Africa,Red,Electric,Automatic,4.7,22574,95254,694,Low
M3,2022,Middle East,Grey,Diesel,Manual,3.7,186639,115279,4523,Low
M5,2024,Middle East,Black,Electric,Automatic,2.0,6521,104658,3491,Low
M3,2016,South America,Silver,Hybrid,Automatic,4.4,76198,106965,8339,High
X1,2016,Africa,White,Electric,Automatic,3.4,88013,79256,5877,Low
X5,2017,North America,Silver,Hybrid,Automatic,1.7,91831,115867,1317,Low
M5,2023,South America,White,Petrol,Manual,3.8,70488,104487,5356,Low
X3,2023,North America,Silver,Hybrid,Automatic,3.5,158227,34685,7108,High
M5,2018,Europe,Grey,Diesel,Automatic,3.1,100212,117131,8404,High
i8,2019,Africa,Grey,Diesel,Automatic,3.4,147565,108484,1696,Low
i8,2016,Middle East,Black,Diesel,Automatic,2.5,113276,94762,5068,Low
i8,2024,Africa,Black,Diesel,Manual,2.6,194956,64714,1474,Low
M5,2018,Europe,Grey,Diesel,Manual,2.9,141920,74204,2770,Low
X6,2022,South America,Silver,Hybrid,Automatic,1.8,60927,57377,3561,Low
X5,2014,Africa,Black,Petrol,Manual,2.4,155117,77844,149,Low
X6,2015,South America,Red,Petrol,Automatic,2.5,111310,91011,9387,High
i8,2020,Africa,White,Diesel,Manual,4.6,15945,86178,3059,Low
X1,2022,South America,Silver,Hybrid,Automatic,3.0,188544,38408,6330,Low
X3,2016,Asia,Red,Electric,Manual,2.6,134222,98493,1024,Low
X6,2017,Africa,Blue,Hybrid,Manual,4.2,169279,111227,1734,Low
M5,2021,Middle East,Grey,Diesel,Manual,3.9,155826,43613,7301,High
M3,2021,Africa,Black,Petrol,Automatic,2.5,197330,50563,330,Low
X3,2014,Europe,Blue,Hybrid,Automatic,2.3,47834,46502,6976,Low
X6,2023,North America,White,Petrol,Manual,4.7,15887,111565,767,Low
X1,2015,Africa,Silver,Hybrid,Automatic,2.4,124626,55897,3898,Low
X6,2020,South America,Red,Diesel,Manual,1.7,59025,83771,5496,Low
M5,2024,Africa,Black,Hybrid,Automatic,3.1,198444,66510,3630,Low
i3,2020,Middle East,Black,Diesel,Automatic,4.9,9451,58353,1260,Low
i3,2014,Africa,Silver,Electric,Automatic,2.9,197638,112658,4649,Low
X5,2017,Africa,Black,Hybrid,Automatic,1.8,37224,37308,1421,Low
X1,2014,North America,Red,Diesel,Manual,4.6,83027,95909,4304,Low
i8,2014,Asia,Silver,Hybrid,Automatic,4.3,2260,62426,4334,Low
X1,2016,Africa,Black,Hybrid,Automatic,3.3,196499,96763,4125,Low
X1,2017,South America,White,Hybrid,Automatic,5.0,162336,50404,3968,Low
i3,2021,Europe,Grey,Electric,Automatic,2.1,164430,98909,1385,Low
M3,2019,Africa,Silver,Diesel,Manual,4.0,134490,109556,1358,Low
X5,2016,South America,Silver,Diesel,Automatic,3.4,10559,68248,7346,High
X1,2019,North America,Grey,Electric,Automatic,2.8,183929,81960,2240,Low
X6,2017,Middle East,Black,Diesel,Automatic,2.2,118555,74205,7714,High
M3,2023,South America,Black,Diesel,Manual,4.9,116984,51923,6930,Low
M5,2015,Africa,Blue,Electric,Manual,4.1,89763,80705,667,Low
i3,2016,Africa,Silver,Petrol,Manual,4.7,86280,68888,9641,High
M3,2015,Africa,Grey,Petrol,Manual,2.2,56781,58393,4894,Low
X6,2018,South America,Black,Electric,Manual,4.2,106254,59292,405,Low
i3,2023,Asia,Silver,Diesel,Automatic,3.2,131569,39122,9531,High
i8,2019,South America,Blue,Electric,Manual,4.1,55870,30066,2977,Low
M5,2023,Europe,Red,Diesel,Manual,2.9,173674,90862,4308,Low
M3,2017,Asia,Black,Electric,Automatic,3.7,80499,37714,3775,Low
i3,2024,Asia,Silver,Diesel,Automatic,3.1,199871,33864,5897,Low
X5,2022,Asia,Black,Petrol,Automatic,2.7,186555,73064,114,Low
X6,2015,Asia,Grey,Hybrid,Manual,4.4,143671,117759,3741,Low
M3,2020,Africa,White,Petrol,Manual,3.6,45991,43245,6495,Low
X3,2019,Europe,White,Electric,Manual,2.4,57138,109787,3908,Low
X5,2020,Asia,White,Electric,Automatic,2.7,143236,47017,9007,High
X6,2022,South America,Grey,Electric,Manual,3.1,99793,83514,7576,High
X5,2020,Europe,Grey,Diesel,Automatic,4.6,4785,105511,4521,Low
M5,2020,Europe,White,Petrol,Automatic,4.7,132294,74753,287,Low
X5,2021,North America,White,Hybrid,Automatic,2.6,72123,34257,6143,Low
M3,2019,North America,Silver,Electric,Automatic,2.5,180122,108519,4466,Low
i3,2024,North America,Silver,Diesel,Manual,3.6,54419,46761,7961,High
X3,2022,Middle East,Grey,Diesel,Automatic,3.6,4351,72289,2014,Low
X5,2024,Africa,Blue,Petrol,Automatic,4.5,85723,75554,9841,High
X3,2015,North America,Blue,Petrol,Automatic,3.7,11356,63596,2562,Low
M5,2020,South America,White,Electric,Manual,3.0,106010,31652,2184,Low
i8,2016,North America,Silver,Electric,Automatic,4.0,24900,58655,5232,Low
i3,2022,North America,Blue,Diesel,Automatic,3.2,98067,111104,3299,Low
i3,2014,North America,Black,Diesel,Automatic,2.4,154463,45877,3999,Low
X6,2023,Asia,Silver,Hybrid,Automatic,2.6,69105,61988,279,Low
X1,2021,Asia,Silver,Petrol,Manual,3.2,7834,56849,9805,High
i3,2022,Europe,Grey,Petrol,Automatic,2.8,97344,78271,4975,Low
X6,2014,Asia,Silver,Diesel,Automatic,4.7,162098,104023,9098,High
M5,2019,South America,White,Petrol,Manual,3.2,112555,112697,2546,Low
X6,2024,Africa,Black,Diesel,Automatic,3.0,176358,82322,1652,Low
i8,2020,Europe,White,Diesel,Automatic,4.4,29596,55202,3838,Low
M5,2018,Europe,Black,Petrol,Manual,1.6,92652,37444,4841,Low
i3,2021,Africa,Red,Hybrid,Automatic,3.3,107283,105994,4500,Low
i3,2023,Africa,White,Diesel,Manual,4.9,153439,88086,4500,Low
i3,2019,Europe,Blue,Hybrid,Manual,1.6,116875,109860,687,Low
X6,2018,Middle East,Red,Petrol,Automatic,4.5,81265,77962,1705,Low
X1,2014,South America,Red,Electric,Automatic,4.6,105918,82199,4067,Low
i3,2019,South America,Silver,Hybrid,Manual,3.9,119457,105935,2018,Low
X6,2023,North America,White,Hybrid,Manual,2.1,163856,94123,4846,Low
X3,2024,North America,Red,Hybrid,Automatic,2.9,137989,31665,8695,High
X3,2015,Middle East,Black,Petrol,Manual,4.3,95317,74271,1268,Low
X1,2016,South America,Black,Hybrid,Manual,2.3,144804,96871,7279,High
X3,2024,Europe,Blue,Petrol,Manual,2.4,46826,118246,9323,High
X1,2019,Africa,White,Electric,Manual,3.1,133401,115277,8639,High
M3,2023,Africa,Blue,Petrol,Manual,1.8,44463,104309,5411,Low
M5,2024,Asia,Red,Petrol,Automatic,3.1,108142,50418,8453,High
X5,2021,Middle East,Black,Petrol,Automatic,3.6,101671,116306,7002,High
i8,2018,Middle East,White,Petrol,Automatic,3.5,18078,69296,3386,Low
i8,2016,North America,Blue,Petrol,Manual,2.9,189229,103129,9564,High
M3,2021,Africa,Silver,Electric,Manual,2.5,79426,82037,9199,High
M3,2022,Asia,Blue,Hybrid,Automatic,4.2,81751,72716,115,Low
M5,2016,South America,Blue,Petrol,Automatic,4.2,7770,98565,1173,Low
X5,2022,Asia,Blue,Petrol,Manual,3.2,5755,55695,3626,Low
i3,2016,North America,Silver,Diesel,Manual,3.8,143082,99251,2414,Low
X3,2024,North America,Blue,Diesel,Automatic,2.0,15418,47431,8858,High
M5,2017,Africa,Red,Electric,Manual,4.5,135377,101934,5126,Low
M5,2016,Africa,Silver,Diesel,Automatic,3.8,79655,55422,3075,Low
X6,2022,Europe,Silver,Electric,Automatic,4.5,173048,116208,8463,High
i3,2015,Middle East,Black,Electric,Automatic,2.7,112798,70981,7521,High
X3,2019,Europe,Grey,Diesel,Automatic,1.8,126107,119776,9655,High
M5,2022,Asia,Grey,Electric,Manual,4.8,108010,80451,4358,Low
i8,2024,Middle East,Silver,Diesel,Automatic,1.9,72592,38719,5011,Low
X5,2024,Africa,Blue,Diesel,Automatic,2.3,109855,59744,7562,High
M3,2024,Europe,White,Electric,Automatic,2.9,40725,39408,4152,Low
i3,2019,Asia,Red,Electric,Automatic,2.4,4727,100822,7819,High
M3,2020,South America,Silver,Electric,Automatic,1.9,163192,93635,7864,High
X1,2022,Middle East,Red,Petrol,Automatic,2.6,44386,94660,3359,Low
M5,2021,Asia,White,Hybrid,Automatic,1.7,124495,49351,1111,Low
M5,2015,Africa,Black,Diesel,Manual,3.2,90621,112683,2366,Low
i8,2022,Europe,White,Hybrid,Manual,2.5,103661,70607,9771,High
X3,2016,Europe,Blue,Hybrid,Manual,3.6,86970,113587,4984,Low
X3,2020,Middle East,Black,Hybrid,Manual,3.7,162414,95148,9108,High
X6,2023,Africa,Black,Electric,Automatic,2.2,183799,54236,2757,Low
M5,2023,Europe,Blue,Hybrid,Automatic,4.4,169028,71242,4603,Low
X1,2024,North America,White,Hybrid,Automatic,3.5,98767,106304,2327,Low
X5,2017,Middle East,Silver,Hybrid,Manual,1.6,113258,65050,7009,High
X6,2015,Europe,Grey,Electric,Automatic,2.4,187317,76040,2226,Low
i8,2016,Europe,White,Petrol,Automatic,3.5,13410,104205,672,Low
i3,2024,South America,White,Electric,Manual,2.1,139359,57227,5579,Low
i3,2024,Middle East,Silver,Electric,Automatic,4.4,41172,49590,3711,Low
X6,2019,South America,Blue,Electric,Manual,3.6,70813,105532,1806,Low
M3,2024,North America,Blue,Hybrid,Automatic,3.7,183482,90615,527,Low
X1,2022,Africa,Blue,Diesel,Automatic,1.8,40238,50771,7191,High
X5,2024,Europe,White,Electric,Automatic,2.8,184288,40090,7574,High
M5,2019,North America,Blue,Electric,Automatic,2.3,68352,59469,3412,Low
X5,2016,Asia,Red,Petrol,Manual,3.8,42163,71577,1114,Low
i8,2015,Asia,Blue,Hybrid,Automatic,3.6,195564,41356,1097,Low
i8,2018,Europe,Blue,Electric,Manual,2.5,188692,80740,4529,Low
X6,2020,Asia,Silver,Diesel,Automatic,1.6,197819,78982,5569,Low
i3,2017,Africa,Grey,Electric,Manual,3.7,145666,62269,473,Low
M3,2023,Middle East,Blue,Petrol,Automatic,2.2,92805,85961,7019,High
X1,2020,Asia,Silver,Diesel,Automatic,2.8,57838,91415,6939,Low
X6,2021,Africa,Silver,Electric,Manual,3.8,30530,77354,343,Low
M5,2016,Middle East,Red,Electric,Manual,3.9,51272,77392,3678,Low
i8,2021,Asia,White,Diesel,Automatic,2.0,103844,89339,3020,Low
X1,2018,Europe,Black,Electric,Automatic,2.0,32371,113254,7768,High
M5,2024,Europe,Blue,Hybrid,Manual,1.8,17017,94178,6776,Low
X6,2023,North America,Grey,Diesel,Manual,1.6,76102,59956,7076,High
X5,2017,North America,Red,Electric,Manual,3.7,28211,118999,3452,Low
X6,2014,South America,Red,Electric,Manual,3.9,115871,35339,1591,Low
M5,2024,South America,Grey,Hybrid,Automatic,2.1,155546,35458,3319,Low
i3,2020,Europe,Silver,Petrol,Automatic,3.2,89837,115554,6278,Low
i8,2021,North America,White,Petrol,Manual,4.2,180659,100475,6116,Low
X3,2017,Europe,Black,Hybrid,Automatic,3.3,18972,37001,6659,Low
i3,2016,Africa,Black,Petrol,Manual,3.1,31809,64680,3080,Low
X3,2023,Asia,White,Electric,Manual,2.8,22317,86419,5225,Low
X3,2016,Europe,White,Petrol,Manual,4.1,107986,94838,9229,High
M5,2019,Asia,Black,Petrol,Manual,4.5,57240,115259,2960,Low
M5,2019,Middle East,Grey,Hybrid,Manual,4.5,64610,81178,6481,Low
M5,2016,South America,Black,Petrol,Manual,1.9,150464,30430,3373,Low
M3,2022,Africa,White,Electric,Manual,1.8,63983,72743,1791,Low
M5,2021,South America,Red,Hybrid,Manual,2.6,84053,83689,3075,Low
X1,2022,North America,Red,Electric,Manual,2.4,46236,36664,8766,High
X5,2024,North America,Silver,Electric,Manual,3.6,112915,119416,6146,Low
X3,2014,Africa,Blue,Petrol,Manual,3.4,182721,65483,1199,Low
M3,2017,Asia,Black,Electric,Automatic,4.7,24850,76559,554,Low
X3,2018,Middle East,Silver,Hybrid,Automatic,4.7,195360,88508,2364,Low
X6,2014,Asia,Grey,Electric,Manual,3.4,86122,114063,6365,Low
X1,2019,Africa,Silver,Petrol,Automatic,2.9,122492,97083,8313,High
X3,2019,Asia,Blue,Hybrid,Automatic,4.1,83331,82000,2737,Low
M5,2018,Asia,Black,Electric,Automatic,4.7,74282,45603,3573,Low
M3,2023,Europe,Blue,Petrol,Manual,3.5,195882,76081,8344,High
X1,2020,North America,Silver,Diesel,Automatic,4.9,69317,40204,8070,High
i3,2021,Africa,Red,Hybrid,Manual,3.9,111377,93540,6181,Low
X1,2019,Asia,Silver,Petrol,Manual,2.8,152574,61705,9435,High
M5,2015,Africa,Silver,Electric,Manual,1.7,46414,96140,869,Low
X5,2022,North America,Grey,Petrol,Manual,1.9,59107,85796,5673,Low
i3,2024,Africa,Black,Electric,Manual,4.6,5322,39314,7485,High
X5,2024,Middle East,Black,Electric,Automatic,2.1,11102,82925,7037,High
M3,2014,Europe,Blue,Diesel,Manual,3.6,39376,75120,2827,Low
M3,2017,South America,Red,Petrol,Manual,3.5,6726,37009,6332,Low
i8,2024,Europe,Black,Electric,Automatic,2.3,75551,47451,4187,Low
i3,2021,South America,Silver,Hybrid,Automatic,2.4,18863,49418,126,Low
i8,2023,Europe,Black,Petrol,Manual,4.0,126424,115686,9223,High
M3,2023,Africa,Silver,Hybrid,Automatic,3.7,124505,37177,2477,Low
i8,2023,Europe,Silver,Electric,Manual,2.5,97483,100589,4485,Low
M3,2020,Asia,Silver,Petrol,Manual,2.4,131569,42354,5867,Low
X5,2023,North America,Red,Hybrid,Automatic,3.6,177415,76267,2703,Low
X5,2022,Europe,Grey,Diesel,Automatic,4.7,87085,102522,4041,Low
X6,2024,Middle East,Black,Hybrid,Automatic,2.8,63884,51189,7260,High
X1,2020,Europe,Black,Diesel,Manual,1.9,107252,115678,5732,Low
i8,2024,Asia,Grey,Petrol,Automatic,4.8,52480,104187,3241,Low
X5,2019,South America,Black,Electric,Automatic,3.1,149360,79218,4920,Low
X5,2017,Europe,Grey,Petrol,Manual,4.6,76879,56354,690,Low
M5,2015,Asia,Red,Electric,Manual,3.3,83377,45240,5629,Low
i3,2018,Asia,Black,Hybrid,Manual,4.7,119199,110873,7918,High
M5,2015,Middle East,White,Petrol,Automatic,3.2,6635,33434,6883,Low
X5,2024,Asia,Grey,Petrol,Manual,2.9,133504,57971,2686,Low
i3,2021,Africa,Blue,Electric,Automatic,4.9,151470,58989,4975,Low
M3,2015,Africa,Black,Petrol,Automatic,3.2,67251,34777,1130,Low
